"id","contaminant","incident_url","date_reported","date_incident","county","latitude","longitude","volume","units","contained","created_at","updated_at"
10749,"off-road diesel","EIR1246","2010-05-05","2010-05-05","Ward",48.67028,-102.08283,20,"gallons"," ","2017-03-11 23:36:03.42325","2017-03-11 23:36:03.42325"
10748,"Transformer Oil - Unknown if it contained PCBs","EIR1247","2010-05-10","2010-05-10","Cass",46.88335,-96.80887,2,"gallons"," ","2017-03-11 23:36:03.420231","2017-03-11 23:36:03.420231"
10747,"Diesel Fuel","EIR1248","2010-05-11","2010-05-11","Dunn",47.23421,-102.76806,15,"gallons"," ","2017-03-11 23:36:03.417792","2017-03-11 23:36:03.417792"
10746,"Trifluralin","EIR1249","2010-05-17","2010-05-17","Traill",47.5193,-96.93097,500,"gallons"," ","2017-03-11 23:36:03.415481","2017-03-11 23:36:03.415481"
10745,"Liquid fertilizer - 10-34-0 and 28-0-0","EIR1250","2010-05-21","2010-05-21","Dickey",45.98241,-98.81843,4500,"gallons"," ","2017-03-11 23:36:03.413191","2017-03-11 23:36:03.413191"
10743,"Diesel Fuel","EIR1251","2010-05-24","2010-05-24","Williams",48.14695,-103.65816,40,"gallons"," ","2017-03-11 23:36:03.408107","2017-03-11 23:36:03.408107"
10742,"On-Road Diesel Fuel","EIR1252","2010-05-28","2010-05-28","Cass",46.97018,-96.87205,10,"gallons"," ","2017-03-11 23:36:03.405606","2017-03-11 23:36:03.405606"
10741,"crude oil","EIR1253","2010-05-31","2010-05-31","Mountrail",48.18971,-102.19191,100,"barrels"," ","2017-03-11 23:36:03.403235","2017-03-11 23:36:03.403235"
10739,"Diesel Fuel","EIR1254","2010-06-02","2010-06-02","Grand Forks",47.92573,-97.05554,100,"gallons"," ","2017-03-11 23:36:03.397891","2017-03-11 23:36:03.397891"
10740,"geothermal heat transfer fluid trade name Dowfrost manufactured by Dow Chemical Company. MSDS is available","EIR1255","2010-06-02","2010-06-02","Ramsey",48.05711,-98.92984,1000,"gallons"," ","2017-03-11 23:36:03.400679","2017-03-11 23:36:03.400679"
10738,"OIly Water. PH 6 as tested at several points.","EIR1256","2010-06-03","2010-06-03","Williams",48.14735,-103.74431,500,"gallons"," ","2017-03-11 23:36:03.393401","2017-03-11 23:36:03.393401"
10737,"Crude Oil","EIR1257","2010-06-07","2010-06-07","Williams",48.59745,-103.96071,1,"barrels"," ","2017-03-11 23:36:02.935299","2017-03-11 23:36:02.935299"
10744,"anhydrous ammonia","EIR1387","2010-06-10","2010-05-22","McLean",47.63936,-101.43067,200,"gallons"," ","2017-03-11 23:36:03.410706","2017-03-11 23:36:03.410706"
10735,"Eucon WR-91 - Estimated 5-10 gallons to sanitary system","EIR1258","2010-06-14","2010-06-14","Richland",46.28966,-96.62208,44,"gallons"," ","2017-03-11 23:36:02.930817","2017-03-11 23:36:02.930817"
10736,"28-0-0 (UAN)","EIR1259","2010-06-14","2010-06-14","Grand Forks",47.67939,-97.12068,13000,"gallons"," ","2017-03-11 23:36:02.933007","2017-03-11 23:36:02.933007"
10734,"Sweet natural gas","EIR1260","2010-06-19","2010-06-19","McKenzie",47.58106,-103.25875,," "," ","2017-03-11 23:36:02.92841","2017-03-11 23:36:02.92841"
10733,"Roundup - Status - Bronc Max herbicide mix (10 gal. Roundup, 1.25 gal. Bronc Max, 62 oz. Status in 500 gal. water)","EIR1261","2010-06-22","2010-06-22","Walsh",48.30338,-97.54635,375,"gallons"," ","2017-03-11 23:36:02.925185","2017-03-11 23:36:02.925185"
10732,"commercial hexane","EIR1262","2010-06-23","2010-06-23","Ransom",46.60888,-97.58447,," "," ","2017-03-11 23:36:02.922621","2017-03-11 23:36:02.922621"
10731,"Non-PCB Mineral Oil","EIR1263","2010-06-28","2010-06-26","Burleigh",46.81644,-100.80472,0,"gallons"," ","2017-03-11 23:36:02.920267","2017-03-11 23:36:02.920267"
10730,"Transformer oil - unknown PCBs","EIR1264","2010-07-02","2010-07-02","Grand Forks",47.93683,-97.04044,10,"gallons"," ","2017-03-11 23:36:02.917985","2017-03-11 23:36:02.917985"
10727,"Gasoline/ethanol","EIR1265","2010-07-08","2010-07-08","Pembina",48.47732,-97.26712,50,"gallons"," ","2017-03-11 23:36:02.911119","2017-03-11 23:36:02.911119"
10728,"hydraulic fluid","EIR1266","2010-07-08","2010-07-08","Ward",48.23278,-101.26363,10,"gallons"," ","2017-03-11 23:36:02.913418","2017-03-11 23:36:02.913418"
10726,"2,4-D and Colt AS","EIR1268","2010-07-09","2010-07-12","Grand Forks",47.94021,-97.37533,150,"gallons"," ","2017-03-11 23:36:02.908601","2017-03-11 23:36:02.908601"
10729,"Unknown","EIR1267","2010-07-09","2010-07-07","Burleigh",46.9327,-100.772,," "," ","2017-03-11 23:36:02.915697","2017-03-11 23:36:02.915697"
10725,"2.23 gals of Section 2EC, 2.5 gals of Super B (crop oil), .8 gals of Interlock, 355 gals water","EIR1269","2010-07-15","2010-07-15","Logan",46.40704,-99.73792,360,"gallons"," ","2017-03-11 23:36:02.906083","2017-03-11 23:36:02.906083"
10723,"hydraulic fluid","EIR1271","2010-07-19","2010-07-18","Cass",47.02879,-97.48343,175,"gallons"," ","2017-03-11 23:36:02.899006","2017-03-11 23:36:02.899006"
10724,"crude oil - 44 gravity","EIR1270","2010-07-19","2010-07-16","McKenzie",47.89895,-103.65829,10,"gallons"," ","2017-03-11 23:36:02.903437","2017-03-11 23:36:02.903437"
10722,"red-dyed diesel fuel","EIR1278","2010-07-20","2010-07-20","McHenry",48.31938,-100.5723,50,"gallons"," ","2017-03-11 23:36:02.438667","2017-03-11 23:36:02.438667"
10720,"Crude Oil","EIR1272","2010-07-21","2010-07-21","McKenzie",47.98584,-103.65848,35,"gallons"," ","2017-03-11 23:36:02.434103","2017-03-11 23:36:02.434103"
10721,"Herbicide","EIR1273","2010-07-21","2010-07-21","Hettinger",46.36394,-102.30753,50,"gallons"," ","2017-03-11 23:36:02.436375","2017-03-11 23:36:02.436375"
10718,"crude oil","EIR1274","2010-07-22","2010-07-22","Dunn",47.32917,-102.98,5,"gallons"," ","2017-03-11 23:36:02.428844","2017-03-11 23:36:02.428844"
10719,"Crude oil - 42 gravity","EIR1275","2010-07-22","2010-07-22","Williams",48.18055,-103.76139,2,"barrels"," ","2017-03-11 23:36:02.431797","2017-03-11 23:36:02.431797"
10717,"Hydraulic Oil","EIR1276","2010-07-23","2010-07-23","Traill",47.40363,-97.06025,45,"gallons"," ","2017-03-11 23:36:02.426427","2017-03-11 23:36:02.426427"
10716,"Barn wastes","EIR1277","2010-07-25","2010-07-25","Cass",46.89784,-96.8299,," "," ","2017-03-11 23:36:02.423726","2017-03-11 23:36:02.423726"
10705,"non-regulated waste water","EIR1289","2010-08-01","2010-08-31","Williams",48.14697,-103.59325,100,"gallons"," ","2017-03-11 23:36:01.829093","2017-03-11 23:36:01.829093"
10714,"Oil Based Traffic Paint","EIR1279","2010-08-04","2010-08-02","Burleigh",46.83086,-100.76243,25,"gallons"," ","2017-03-11 23:36:02.41883","2017-03-11 23:36:02.41883"
10715,"Diesel fuel smoke","EIR1280","2010-08-05","2010-08-01","Burke",48.64062,-102.24482,50,"gallons"," ","2017-03-11 23:36:02.421161","2017-03-11 23:36:02.421161"
10712,"gasoline (3000 to 8000 gallons estimated)","EIR1281","2010-08-09","2010-08-09","McLean",47.29445,-101.03487,5500,"gallons"," ","2017-03-11 23:36:02.414017","2017-03-11 23:36:02.414017"
10713,"Non-PCB Mineral Oil","EIR1282","2010-08-09","2010-08-09","Oliver",47.07537,-101.20391,16,"gallons"," ","2017-03-11 23:36:02.416447","2017-03-11 23:36:02.416447"
10711,"15% HCL","EIR1283","2010-08-12","2010-08-12","Williams",48.14697,-103.59325,42,"gallons"," ","2017-03-11 23:36:02.411683","2017-03-11 23:36:02.411683"
10710,"flowback water mixed with some oil","EIR1284","2010-08-14","2010-08-13","Dunn",47.48039,-102.98191,20,"barrels"," ","2017-03-11 23:36:02.40824","2017-03-11 23:36:02.40824"
10708,"diesel spill","EIR1286","2010-08-16","2010-08-16","Wells",47.78228,-99.97279,100,"gallons"," ","2017-03-11 23:36:02.39922","2017-03-11 23:36:02.39922"
10709,"Diesel Fuel and Hydraulic Oil","EIR1285","2010-08-16","2010-08-15","Williams",48.45221,-102.91832,120,"gallons"," ","2017-03-11 23:36:02.40409","2017-03-11 23:36:02.40409"
10707,"Crude Oil","EIR1287","2010-08-26","2010-08-20","Renville",48.95878,-101.66085,16,"gallons"," ","2017-03-11 23:36:01.833747","2017-03-11 23:36:01.833747"
10706,"crude oil (Petroleum)","EIR1288","2010-08-28","2010-08-28","McKenzie",47.89895,-103.65829,7,"barrels"," ","2017-03-11 23:36:01.831445","2017-03-11 23:36:01.831445"
10704,"Crude Oil","EIR1291","2010-09-08","2010-09-08","Stark",46.91234,-102.90465,20,"barrels"," ","2017-03-11 23:36:01.826698","2017-03-11 23:36:01.826698"
10703,"Crude Oil","EIR1293","2010-09-10","2010-09-10","McKenzie",47.98584,-103.65848,75,"barrels"," ","2017-03-11 23:36:01.823695","2017-03-11 23:36:01.823695"
10702,"diesel","EIR1292","2010-09-14","2010-09-15","McKenzie",47.84111,-103.6371,200,"gallons"," ","2017-03-11 23:36:01.82139","2017-03-11 23:36:01.82139"
10701,"BF-7L/Potassium carbonate","EIR1294","2010-09-23","2010-09-22","Williams",48.14753,-103.96028,2,"barrels"," ","2017-03-11 23:36:01.819065","2017-03-11 23:36:01.819065"
10698,"Possible air quality issues from the burning of the Tank Chevrolet Building and Hardware Hank Building","EIR1297","2010-09-24","2010-09-24","Williams",48.36474,-103.18513,," "," ","2017-03-11 23:36:01.812119","2017-03-11 23:36:01.812119"
10699,"Hydraulic Oil","EIR1295","2010-09-24","2010-09-23","Pembina",48.81089,-97.26079,3,"gallons"," ","2017-03-11 23:36:01.81441","2017-03-11 23:36:01.81441"
10700,"Diesel","EIR1296","2010-09-24","2010-09-23","Cass",46.86946,-96.89353,6000,"gallons"," ","2017-03-11 23:36:01.816749","2017-03-11 23:36:01.816749"
10695,"Crude oil and diesel fuel","EIR1299","2010-09-27","2010-09-27","McKenzie",47.81142,-102.71771,250,"barrels"," ","2017-03-11 23:36:01.804758","2017-03-11 23:36:01.804758"
10696,"Diesel Fuel","EIR1300","2010-09-27","2010-09-27","McLean",47.49451,-100.83305,75,"gallons"," ","2017-03-11 23:36:01.80744","2017-03-11 23:36:01.80744"
10697,"Crude OIl","EIR1298","2010-09-27","2010-09-25","Bowman",46.22751,-103.91946,130,"barrels"," ","2017-03-11 23:36:01.809839","2017-03-11 23:36:01.809839"
10694,"Crude oil - 41 gravity","EIR1301","2010-09-30","2010-09-30","McKenzie",47.64082,-104.03802,25,"gallons"," ","2017-03-11 23:36:01.801937","2017-03-11 23:36:01.801937"
10693,"Crude Oil","EIR1302","2010-10-01","2010-10-01","Williams",48.2913,-102.92564,0,"barrels"," ","2017-03-11 23:36:01.797306","2017-03-11 23:36:01.797306"
10692,"Potato processing wastewater from our primary clarifier.","EIR1303","2010-10-04","2010-10-03","Grand Forks",47.94039,-97.0771,500,"gallons"," ","2017-03-11 23:36:01.342969","2017-03-11 23:36:01.342969"
10690,"Diesel fuel from a grower truck.","EIR1304","2010-10-08","2010-10-08","Walsh",48.21658,-97.37304,34,"gallons"," ","2017-03-11 23:36:01.338008","2017-03-11 23:36:01.338008"
10689,"Diesel Fuel","EIR1305","2010-10-11","2010-10-10","McKenzie",47.79766,-103.63694,75,"gallons"," ","2017-03-11 23:36:01.335662","2017-03-11 23:36:01.335662"
10691,"Petroleum Contact Water (water from the terminal's oil/water separator system)","EIR1306","2010-10-11","2010-10-05","Cass",46.88356,-96.8723,20,"gallons"," ","2017-03-11 23:36:01.340686","2017-03-11 23:36:01.340686"
10688,"Uncontaminated water","EIR1307","2010-10-12","2010-10-12","Burke",48.77107,-102.33843,500,"barrels"," ","2017-03-11 23:36:01.332693","2017-03-11 23:36:01.332693"
10687,"#2 Diesel Fuel Clear","EIR1308","2010-10-13","2010-10-12","Stark",46.89807,-103.05181,45,"gallons"," ","2017-03-11 23:36:01.330257","2017-03-11 23:36:01.330257"
10686,"1/2 Barrel of oil and 2 barrels of saltwater","EIR1309","2010-10-18","2010-10-18","McKenzie",47.64077,-104.02158,2,"barrels"," ","2017-03-11 23:36:01.327677","2017-03-11 23:36:01.327677"
10684,"Hydraulic Oil","EIR1310","2010-10-21","2010-10-21","Mercer",47.17632,-101.47951,20,"gallons"," ","2017-03-11 23:36:01.319492","2017-03-11 23:36:01.319492"
10685,"crude oil","EIR1311","2010-10-22","2010-10-20","Dunn",47.59544,-102.51383,10,"barrels"," ","2017-03-11 23:36:01.324752","2017-03-11 23:36:01.324752"
10683,"Vicon NF Breaker","EIR1315","2010-10-24","2010-10-24","Mountrail",48.34895,-102.60148,850,"gallons"," ","2017-03-11 23:36:01.315951","2017-03-11 23:36:01.315951"
10682,"Unleaded Gasoline","EIR1312","2010-10-25","2010-10-25","Cass",46.86969,-96.91516,10,"gallons"," ","2017-03-11 23:36:01.312824","2017-03-11 23:36:01.312824"
10677,"diesel","EIR1317","2010-10-26","2010-11-02","Adams",46.21301,-102.86081,30,"gallons"," ","2017-03-11 23:36:00.780989","2017-03-11 23:36:00.780989"
10680,"diesel","EIR1316","2010-10-26","2010-10-26","Nelson",48.01316,-98.00035,60,"gallons"," ","2017-03-11 23:36:01.306173","2017-03-11 23:36:01.306173"
10681,"Crude oil and diesel fuel","EIR1318","2010-10-26","2010-10-26","Williams",48.19049,-103.5069,120,"barrels"," ","2017-03-11 23:36:01.309304","2017-03-11 23:36:01.309304"
10679,"mineral oil (non-pcb)","EIR1313","2010-10-27","2010-10-27","Stutsman",46.87021,-98.68154,80,"gallons"," ","2017-03-11 23:36:01.303284","2017-03-11 23:36:01.303284"
10678,"Unknown PCB Transformer oil","EIR1314","2010-10-28","2010-10-28","Cass",46.85436,-96.83014,1,"gallons"," ","2017-03-11 23:36:01.298648","2017-03-11 23:36:01.298648"
10676,"trace amounts of gasoline and one vehicle battery","EIR1319","2010-11-05","2010-11-02","Dunn",47.49445,-102.40764,," "," ","2017-03-11 23:36:00.778718","2017-03-11 23:36:00.778718"
10673,"crude oil","EIR1320","2010-11-09","2010-11-06","Mountrail",48.30543,-102.36414,50,"gallons"," ","2017-03-11 23:36:00.771515","2017-03-11 23:36:00.771515"
10672,"Crude Oil, petroleum","EIR1321","2010-11-12","2010-11-11","McKenzie",47.64082,-104.03802,1,"barrels"," ","2017-03-11 23:36:00.76888","2017-03-11 23:36:00.76888"
10674,"CAT 950H (Transmission Oil)","EIR1323","2010-11-13","2010-11-06","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:36:00.773952","2017-03-11 23:36:00.773952"
10675,"Diesel Fuel","EIR1322","2010-11-13","2010-11-04","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:36:00.776338","2017-03-11 23:36:00.776338"
10671,"Heating Oil","EIR1324","2010-11-16","2010-11-15","Kidder",47.27733,-99.80975,50,"gallons"," ","2017-03-11 23:36:00.766225","2017-03-11 23:36:00.766225"
10670,"crude oil","EIR1325","2010-11-19","2010-11-18","Mountrail",48.30543,-102.36414,40,"gallons"," ","2017-03-11 23:36:00.763656","2017-03-11 23:36:00.763656"
10669,"Diesel","EIR1326","2010-11-20","2010-11-20","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:36:00.760829","2017-03-11 23:36:00.760829"
10668,"Diesel Fuel","EIR1327","2010-11-30","2010-11-30","McKenzie",47.75409,-103.27252,80,"gallons"," ","2017-03-11 23:36:00.757434","2017-03-11 23:36:00.757434"
10667,"hydraulic oil","EIR1328","2010-12-06","2010-12-05","Morton",46.87273,-100.88818,2,"gallons"," ","2017-03-11 23:36:00.753611","2017-03-11 23:36:00.753611"
10665,"Diesel Fuel","EIR1329","2010-12-07","2010-12-07","Cass",46.88353,-96.85117,120,"gallons"," ","2017-03-11 23:36:00.746762","2017-03-11 23:36:00.746762"
10666,"Fuel oil No. 2","EIR1330","2010-12-07","2010-12-07","Cass",46.88356,-96.8723,60,"gallons"," ","2017-03-11 23:36:00.749808","2017-03-11 23:36:00.749808"
10663,"Crude Oil","EIR1331","2010-12-10","2010-12-10","Renville",48.95881,-101.90089,4,"barrels"," ","2017-03-11 23:36:00.739362","2017-03-11 23:36:00.739362"
10662,"Coal","EIR1332","2010-12-12","2010-12-12","Stutsman",46.91366,-98.72332,," "," ","2017-03-11 23:36:00.285242","2017-03-11 23:36:00.285242"
10661,"Smoke.  Possible PCBs in electrical room.  Galvanized steel in building construction.","EIR1333","2010-12-13","2010-12-12","Bowman",46.11173,-103.04752,," "," ","2017-03-11 23:36:00.28274","2017-03-11 23:36:00.28274"
10658,"Hydraulic Oil","EIR1334","2010-12-14","2010-12-14","Mountrail",48.17508,-102.27838,140,"gallons"," ","2017-03-11 23:36:00.27499","2017-03-11 23:36:00.27499"
10659,"RR Diesel Fuel","EIR1335","2010-12-14","2010-12-14","Sargent",46.10215,-97.51932,30,"gallons"," ","2017-03-11 23:36:00.277832","2017-03-11 23:36:00.277832"
10660,"Red Dye Diesel","EIR1337","2010-12-14","2010-12-13","Williams",48.39425,-102.91827,1,"gallons"," ","2017-03-11 23:36:00.280175","2017-03-11 23:36:00.280175"
10664,"Hydraulic Fluid","EIR1338","2010-12-14","2010-12-09","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:36:00.743974","2017-03-11 23:36:00.743974"
10657,"Hydraulic Oil","EIR1336","2010-12-16","2010-12-16","Mountrail",48.18958,-102.27843,1,"barrels"," ","2017-03-11 23:36:00.272563","2017-03-11 23:36:00.272563"
10656,"crude oil","EIR1339","2010-12-22","2010-12-21","Stark",46.89806,-102.96772,3,"barrels"," ","2017-03-11 23:36:00.26998","2017-03-11 23:36:00.26998"
10655,"Diesel Fuel","EIR1340","2010-12-31","2010-12-31","Cass",46.85447,-96.85125,50,"gallons"," ","2017-03-11 23:36:00.267399","2017-03-11 23:36:00.267399"
10651,"Diesel","EIR1341","2011-01-02","2011-01-02","Mountrail",48.33441,-102.53709,1500,"gallons"," ","2017-03-11 23:36:00.255157","2017-03-11 23:36:00.255157"
10652,"Oil-based Invert drilling mud","EIR1342","2011-01-02","2011-01-02","Williams",48.16165,-103.48548,5,"barrels"," ","2017-03-11 23:36:00.258148","2017-03-11 23:36:00.258148"
10653,"Diesel Fuel","EIR1343","2011-01-03","2011-01-01","Burleigh",46.83073,-100.72017,75,"gallons"," ","2017-03-11 23:36:00.261621","2017-03-11 23:36:00.261621"
10650,"Crude oil- Petroleum","EIR1345","2011-01-06","2011-01-06","McKenzie",47.89895,-103.65829,2,"barrels"," ","2017-03-11 23:36:00.252325","2017-03-11 23:36:00.252325"
10654,"diesel fuel","EIR1344","2011-01-06","2011-01-01","Burleigh",46.83073,-100.72017,75,"gallons"," ","2017-03-11 23:36:00.264775","2017-03-11 23:36:00.264775"
10649,"Oilfield produced water (salt water)","EIR1346","2011-01-07","2011-01-07","Mountrail",48.03035,-102.40749,60,"barrels"," ","2017-03-11 23:36:00.249331","2017-03-11 23:36:00.249331"
10646,"salt water","EIR1348","2011-01-18","2011-01-18","Dunn",47.40777,-102.386,3,"barrels"," ","2017-03-11 23:35:59.783162","2017-03-11 23:35:59.783162"
10645,"Crude oil","EIR1347","2011-01-19","2011-01-18","Stark",46.85416,-103.36853,1,"barrels"," ","2017-03-11 23:35:59.780503","2017-03-11 23:35:59.780503"
10641,"Mineral oil (No PCBs).  Oil is contained.  Cleanup is underway.","EIR1349","2011-01-25","2011-01-25","Morton",46.96211,-101.52364,550,"gallons"," ","2017-03-11 23:35:59.770465","2017-03-11 23:35:59.770465"
10640,"ammonium phosphate dry fertilizer","EIR1350","2011-01-26","2011-01-25","Stutsman",46.88478,-98.72346,4000,"pounds"," ","2017-03-11 23:35:59.768151","2017-03-11 23:35:59.768151"
10639,"Diesel Fuel","EIR1351","2011-02-02","2011-01-31","Williams",48.14735,-103.74431,," "," ","2017-03-11 23:35:59.765881","2017-03-11 23:35:59.765881"
10637,"Diesel Fuel","EIR1352","2011-02-03","2011-02-03","Morton",46.857,-100.93381,100,"gallons"," ","2017-03-11 23:35:59.761188","2017-03-11 23:35:59.761188"
10636,"Diesel Fuel Oil #2","EIR1353","2011-02-04","2011-02-03","Cass",46.88356,-96.8723,100,"gallons"," ","2017-03-11 23:35:59.75878","2017-03-11 23:35:59.75878"
10635,"flyash","EIR1354","2011-02-07","2011-02-04","Dunn",47.1617,-102.87372,3,"cubic yards"," ","2017-03-11 23:35:59.756156","2017-03-11 23:35:59.756156"
10630,"10% Alcohol and gasoline","EIR1355","2011-02-12","2011-02-12","Burleigh",46.78745,-100.805,50,"gallons"," ","2017-03-11 23:35:59.290623","2017-03-11 23:35:59.290623"
10631,"#2 Diesel Fuel","EIR1356","2011-02-14","2011-02-11","Mountrail",48.3199,-102.38582,500,"gallons"," ","2017-03-11 23:35:59.292865","2017-03-11 23:35:59.292865"
10642,"Methanol","EIR1358","2011-02-15","2011-01-24","McLean",47.84041,-102.20419,1,"barrels"," ","2017-03-11 23:35:59.772698","2017-03-11 23:35:59.772698"
10629,"crude oil","EIR1357","2011-02-16","2011-02-16","Williams",48.11841,-103.78748,10,"gallons"," ","2017-03-11 23:35:59.288269","2017-03-11 23:35:59.288269"
10628,"Diesel Fuel","EIR1359","2011-02-17","2011-02-17","Golden Valley",46.94072,-103.89195,120,"gallons"," ","2017-03-11 23:35:59.285125","2017-03-11 23:35:59.285125"
10627,"MC 3000 road oil","EIR1360","2011-02-18","2011-02-18","Adams",46.01021,-102.67375,100,"gallons"," ","2017-03-11 23:35:59.2826","2017-03-11 23:35:59.2826"
10624,"Crude Oil","EIR1361","2011-02-25","2011-02-25","Ward",48.24714,-101.26371,20,"gallons"," ","2017-03-11 23:35:59.275168","2017-03-11 23:35:59.275168"
10623,"Domestic Sewage","EIR1362","2011-02-28","2011-02-27","Grand Forks",47.88209,-97.03458,5000,"gallons"," ","2017-03-11 23:35:59.272663","2017-03-11 23:35:59.272663"
10617,"Tires which are still on fire.","EIR1364","2011-03-04","2011-03-04","Sargent",46.21836,-97.66388,," "," ","2017-03-11 23:35:58.799981","2017-03-11 23:35:58.799981"
10620,"Diesel Fuel","EIR1363","2011-03-04","2011-03-01","McKenzie",47.95627,-103.18731,100,"gallons"," ","2017-03-11 23:35:59.265434","2017-03-11 23:35:59.265434"
10622,"Unit name-plate & General Electric indicated Non-PCB oil. A subsequent oil sample showed PCBs at 490 ppm.","EIR1372","2011-03-04","2011-02-28","Oliver",47.07537,-101.20391,5,"gallons"," ","2017-03-11 23:35:59.270404","2017-03-11 23:35:59.270404"
10616,"Salt Water? with Crude Oil","EIR1365","2011-03-05","2011-03-05","Renville",48.62605,-101.81047,," "," ","2017-03-11 23:35:58.79771","2017-03-11 23:35:58.79771"
10615,"diesel","EIR1366","2011-03-06","2011-03-06","Mountrail",47.98505,-102.48276,," "," ","2017-03-11 23:35:58.795306","2017-03-11 23:35:58.795306"
10613,"Crude oil","EIR1367","2011-03-08","2011-03-08","Sargent",45.95756,-97.91443,5,"gallons"," ","2017-03-11 23:35:58.789979","2017-03-11 23:35:58.789979"
10614,"sweet crude oil","EIR1369","2011-03-08","2011-03-08","McKenzie",47.98584,-103.65848,5,"barrels"," ","2017-03-11 23:35:58.792923","2017-03-11 23:35:58.792923"
10611,"Crude Oil","EIR1370","2011-03-09","2011-03-09","Steele",47.26224,-97.9082,1,"gallons"," ","2017-03-11 23:35:58.785399","2017-03-11 23:35:58.785399"
10612,"Crude Oil","EIR1371","2011-03-09","2011-03-08","Mountrail",47.97058,-102.48264,10,"barrels"," ","2017-03-11 23:35:58.787712","2017-03-11 23:35:58.787712"
10610,"Domestic Sewage","EIR1373","2011-03-11","2011-03-10","Grand Forks",47.89674,-97.05567,27000,"gallons"," ","2017-03-11 23:35:58.782674","2017-03-11 23:35:58.782674"
10608,"Domestic Sewage","EIR1374","2011-03-14","2011-03-11","Grand Forks",47.88231,-97.07743,28000,"gallons"," ","2017-03-11 23:35:58.777402","2017-03-11 23:35:58.777402"
10609,"Domestic Sewage","EIR1375","2011-03-14","2011-03-11","Grand Forks",47.88209,-97.03458,80000,"gallons"," ","2017-03-11 23:35:58.779892","2017-03-11 23:35:58.779892"
10607,"Jet Fuel","EIR1376","2011-03-18","2011-03-18","Burleigh",46.76567,-100.77367,," "," ","2017-03-11 23:35:58.775074","2017-03-11 23:35:58.775074"
10605,"NON-PCB mineral oil.  Name-plated as No PCBs.  ~185 gal to concrete box & ~ 50 gal to crushed rock/gravel.","EIR1377","2011-03-19","2011-03-19","Morton",46.95623,-101.52364,235,"gallons"," ","2017-03-11 23:35:58.770189","2017-03-11 23:35:58.770189"
10604,"Crude Oil","EIR1378","2011-03-21","2011-03-21","Williams",48.3492,-102.96802,23,"barrels"," ","2017-03-11 23:35:58.767449","2017-03-11 23:35:58.767449"
10603,"sweet crude oil","EIR1379","2011-03-22","2011-03-21","Williams",48.59745,-103.96071,5,"barrels"," ","2017-03-11 23:35:58.762671","2017-03-11 23:35:58.762671"
10602,"Vegetable Oil with 100 to 200 ppm of Citic acid","EIR1380","2011-03-23","2011-03-22","Ransom",46.60888,-97.58447,," "," ","2017-03-11 23:35:58.301918","2017-03-11 23:35:58.301918"
10599,"Diesel and hydralic fluid","EIR1382","2011-03-25","2011-03-25","Cass",46.81103,-96.85053,10,"gallons"," ","2017-03-11 23:35:58.29492","2017-03-11 23:35:58.29492"
10600,"Crude Oil Petroleum  UN1267","EIR1381","2011-03-25","2011-03-24","McKenzie",47.89895,-103.65829,1,"barrels"," ","2017-03-11 23:35:58.297263","2017-03-11 23:35:58.297263"
10596,"Salt Water","EIR1383","2011-03-26","2011-03-26","McKenzie",48.0155,-102.67496,," "," ","2017-03-11 23:35:58.287466","2017-03-11 23:35:58.287466"
10594,"diesel fuel","EIR1385","2011-03-30","2011-03-30","McHenry",48.276,-100.76653,100,"gallons"," ","2017-03-11 23:35:58.282669","2017-03-11 23:35:58.282669"
10595,"Diesel Fuel","EIR1386","2011-03-30","2011-03-30","McHenry",48.2471,-100.89677,80,"gallons"," ","2017-03-11 23:35:58.285054","2017-03-11 23:35:58.285054"
10601,"CSB(Concentrated Separator Byproduct) Low grade molasses by-product from Molasses Desugarization","EIR1384","2011-03-30","2011-03-24","Traill",47.43251,-97.06013,35,"gallons"," ","2017-03-11 23:35:58.299606","2017-03-11 23:35:58.299606"
10593,"Hydraulic Fluid","EIR1403","2011-04-03","2011-04-02","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:35:58.27992","2017-03-11 23:35:58.27992"
10597,"Motor Oil","EIR1402","2011-04-03","2011-03-26","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:35:58.289768","2017-03-11 23:35:58.289768"
10598,"Hydraulic Fluid","EIR1404","2011-04-03","2011-03-26","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:35:58.292049","2017-03-11 23:35:58.292049"
10606,"Hydraulic Fluid","EIR1401","2011-04-03","2011-03-19","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:35:58.772668","2017-03-11 23:35:58.772668"
10618,"Propylene Glycol","EIR1400","2011-04-03","2011-03-02","Williams",48.39425,-102.91827,0,"gallons"," ","2017-03-11 23:35:59.258318","2017-03-11 23:35:59.258318"
10621,"Propylene Glycol","EIR1398","2011-04-03","2011-02-28","Williams",48.39425,-102.91827,2,"gallons"," ","2017-03-11 23:35:59.267916","2017-03-11 23:35:59.267916"
10625,"Motor Oil","EIR1399","2011-04-03","2011-02-24","Williams",48.39425,-102.91827,1,"gallons"," ","2017-03-11 23:35:59.277574","2017-03-11 23:35:59.277574"
