"id","contaminant","incident_url","date_reported","date_incident","county","latitude","longitude","volume","units","contained","created_at","updated_at"
9884,"Viscosifer aka. Guar Gum Fracturing Gell - Non Regulated/ Non-Hazardous","EIR2147","2013-12-18","2013-12-17","McKenzie",47.81818,-103.25484,2000,"gallons"," ","2017-03-11 23:35:32.479839","2017-03-11 23:35:32.479839"
9885,"diesel fuel","EIR2148","2013-12-18","2013-12-17","Kidder",47.31449,-99.9702,5,"gallons"," ","2017-03-11 23:35:32.482636","2017-03-11 23:35:32.482636"
9883,"presumably heating oil/diesel fuel/kerosene/gasoline","EIR2149","2013-12-20","2013-12-20","Wells",47.77409,-99.93949,," "," ","2017-03-11 23:35:32.475409","2017-03-11 23:35:32.475409"
9881,"Multi-Chem MC MX 3-3106","EIR2151","2013-12-23","2013-12-22","Mountrail",47.91288,-102.24704,55,"gallons"," ","2017-03-11 23:35:32.014639","2017-03-11 23:35:32.014639"
9882,"Diesel","EIR2163","2013-12-23","2013-12-22","Mountrail",48.13874,-102.35361,15,"gallons"," ","2017-03-11 23:35:32.016959","2017-03-11 23:35:32.016959"
9879,"Salt water","EIR2152","2013-12-24","2013-12-24","Mountrail",48.31743,-102.59392,10,"barrels"," ","2017-03-11 23:35:32.009457","2017-03-11 23:35:32.009457"
9880,"Fresh water with NALCO EC 1385A corosion inhibitor, EC 1538A iorn sulfde dissolver, EC 6089A scale inhibitor","EIR2153","2013-12-24","2013-12-24","Mountrail",48.40081,-102.20442,3,"barrels"," ","2017-03-11 23:35:32.012321","2017-03-11 23:35:32.012321"
9874,"Crude Oil","EIR2161","2013-12-30","2013-12-30","Cass",46.90052,-97.22645,," "," ","2017-03-11 23:35:31.996712","2017-03-11 23:35:31.996712"
9875,"Diesel Fuel","EIR2159","2013-12-30","2013-12-30","Golden Valley",46.94197,-103.81709,," "," ","2017-03-11 23:35:31.999293","2017-03-11 23:35:31.999293"
9876,"Methanol","EIR2158","2013-12-30","2013-12-29","Mountrail",48.2268,-102.5433,33,"gallons"," ","2017-03-11 23:35:32.001858","2017-03-11 23:35:32.001858"
9878,"Waste oil (not crude)","EIR2157","2013-12-30","2013-12-24","McKenzie",48.05589,-103.18462,25,"gallons"," ","2017-03-11 23:35:32.00723","2017-03-11 23:35:32.00723"
9877,"crude oil","EIR2160","2013-12-31","2013-12-29","Mountrail",48.26671,-102.63303,0,"barrels"," ","2017-03-11 23:35:32.004725","2017-03-11 23:35:32.004725"
9870,"Diesel","EIR2162","2014-01-03","2014-01-03","Williams",48.31305,-103.04393,15,"gallons"," ","2017-03-11 23:35:31.983142","2017-03-11 23:35:31.983142"
9869,"Petroleum Products (Diesel Range and Gasoline Range Organics)","EIR2164","2014-01-06","2014-01-06","Cavalier",48.63067,-98.9338,," "," ","2017-03-11 23:35:31.974743","2017-03-11 23:35:31.974743"
9866,"transformer oil, non-pcb,cas # 64742-53-6","EIR2166","2014-01-07","2014-01-07","Barnes",46.9073,-97.9758,100,"gallons"," ","2017-03-11 23:35:31.498558","2017-03-11 23:35:31.498558"
9867,"Diesel Fuel","EIR2167","2014-01-07","2014-01-06","Dunn",47.44529,-102.73077,5,"barrels"," ","2017-03-11 23:35:31.50077","2017-03-11 23:35:31.50077"
9868,"Diesel Fuel","EIR2173","2014-01-07","2014-01-06","Williams",48.14453,-103.73765,400,"gallons"," ","2017-03-11 23:35:31.965735","2017-03-11 23:35:31.965735"
9873,"Diesel Fuel","EIR2165","2014-01-07","2013-12-30","Williams",48.57552,-103.21185,50,"gallons"," ","2017-03-11 23:35:31.99411","2017-03-11 23:35:31.99411"
9865,"Red 1 Diesel Fuel","EIR2168","2014-01-08","2014-01-07","McKenzie",47.80333,-103.2816,100,"gallons"," ","2017-03-11 23:35:31.496221","2017-03-11 23:35:31.496221"
9862,"#2 Diesel Fuel","EIR2170","2014-01-10","2014-01-08","Mountrail",48.34292,-102.63414,30,"gallons"," ","2017-03-11 23:35:31.488508","2017-03-11 23:35:31.488508"
9863,"Diesel Fuel","EIR2175","2014-01-10","2014-01-08","Williams",48.14458,-103.7377,100,"gallons"," ","2017-03-11 23:35:31.490801","2017-03-11 23:35:31.490801"
9871,"Natural Gas Liquids (Condensate)","EIR2169","2014-01-10","2014-01-03","McKenzie",47.85019,-103.17985,84,"gallons"," ","2017-03-11 23:35:31.98751","2017-03-11 23:35:31.98751"
9861,"crude oil","EIR2172","2014-01-13","2014-01-13","McKenzie",48.02296,-103.1047,25,"barrels"," ","2017-03-11 23:35:31.486068","2017-03-11 23:35:31.486068"
9864,"Salt Water & Crude Oil Mixture","EIR2171","2014-01-13","2014-01-08","McKenzie",47.80864,-103.6627,," "," ","2017-03-11 23:35:31.493736","2017-03-11 23:35:31.493736"
9860,"Clean Hydraulic Oil","EIR2174","2014-01-14","2014-01-14","Burke",48.7501,-102.42809,100,"gallons"," ","2017-03-11 23:35:31.483334","2017-03-11 23:35:31.483334"
9858,"Diesel soaked soil, snow and ice excavated from a spill site, stored in leaking containers and placed on a creed drainage area.","EIR2177","2014-01-17","2014-01-17","McKenzie",47.89086,-103.0478,," "," ","2017-03-11 23:35:31.478726","2017-03-11 23:35:31.478726"
9859,"#2 Dyed Diesel Fuel","EIR2178","2014-01-17","2014-01-16","Oliver",47.2251,-101.33841,1500,"gallons","Yes","2017-03-11 23:35:31.481014","2017-03-11 23:35:31.481014"
9872,"Diesel fuel","EIR2176","2014-01-17","2014-01-01","McKenzie",47.89086,-103.0478,150,"gallons"," ","2017-03-11 23:35:31.990954","2017-03-11 23:35:31.990954"
9857,"Methanol","EIR2179","2014-01-22","2014-01-21","Williams",48.49004,-103.57915,10,"barrels"," ","2017-03-11 23:35:31.476374","2017-03-11 23:35:31.476374"
9856,"Diesel Fuel","EIR2180","2014-01-23","2014-01-23","Cass",46.88187,-96.84348,125,"gallons"," ","2017-03-11 23:35:31.474136","2017-03-11 23:35:31.474136"
9855,"Oil and water mixture","EIR2182","2014-01-24","2014-01-24","Williams",48.57121,-103.59306,40,"gallons"," ","2017-03-11 23:35:31.471718","2017-03-11 23:35:31.471718"
9853,"Diesel Fuel","EIR2181","2014-01-25","2014-01-25","McHenry",47.92321,-100.39218,50,"gallons"," ","2017-03-11 23:35:31.464283","2017-03-11 23:35:31.464283"
9852,"Production Water/Salt Water","EIR2183","2014-01-28","2014-01-27","Williams",48.41589,-103.90716,35,"gallons"," ","2017-03-11 23:35:31.1101","2017-03-11 23:35:31.1101"
9851,"Diesel","EIR2184","2014-01-30","2014-01-29","Ward",48.23771,-101.25066,30,"gallons"," ","2017-03-11 23:35:31.107798","2017-03-11 23:35:31.107798"
9850,"Diesel Fuel","EIR2185","2014-01-31","2014-01-29","Williams",48.14453,-103.73765,50,"gallons"," ","2017-03-11 23:35:31.105442","2017-03-11 23:35:31.105442"
9848,"Crude Oil","EIR2187","2014-02-01","2014-02-01","McKenzie",47.99271,-103.6484,30,"gallons"," ","2017-03-11 23:35:31.099897","2017-03-11 23:35:31.099897"
9849,"Natural Gas","EIR2186","2014-02-01","2014-01-31","Williams",48.25503,-103.56133,," "," ","2017-03-11 23:35:31.103078","2017-03-11 23:35:31.103078"
9847,"Diesel Fuel","EIR2188","2014-02-03","2014-02-02","Williams",48.60569,-103.76142,65,"gallons"," ","2017-03-11 23:35:31.097575","2017-03-11 23:35:31.097575"
9846,"Crude Oil","EIR2189","2014-02-04","2014-02-04","Pierce",48.36467,-100.15243,1,"gallons"," ","2017-03-11 23:35:31.095201","2017-03-11 23:35:31.095201"
9844,"crude oil","EIR2190","2014-02-05","2014-02-05","Mountrail",48.03045,-102.38594,20,"barrels"," ","2017-03-11 23:35:31.090337","2017-03-11 23:35:31.090337"
9845,"Crude OIL","EIR2191","2014-02-05","2014-02-05","McKenzie",47.78851,-103.05127,2,"barrels"," ","2017-03-11 23:35:31.092624","2017-03-11 23:35:31.092624"
9842,"Diesel Fuel","EIR2194","2014-02-06","2014-02-06","Mountrail",48.10983,-102.20562,40,"gallons"," ","2017-03-11 23:35:31.085753","2017-03-11 23:35:31.085753"
9839,"bulk petroleum","EIR2193","2014-02-07","2014-02-07","Wells",47.77098,-99.93208,," "," ","2017-03-11 23:35:31.07826","2017-03-11 23:35:31.07826"
9843,"Diesel Fuel","EIR2192","2014-02-07","2014-02-06","Ward",48.4153,-101.33365,40,"gallons"," ","2017-03-11 23:35:31.088051","2017-03-11 23:35:31.088051"
9838,"Crude Oil","EIR2196","2014-02-08","2014-02-08","Williams",48.28107,-102.91554,75,"barrels"," ","2017-03-11 23:35:31.075349","2017-03-11 23:35:31.075349"
9840,"Sewage","EIR2195","2014-02-08","2014-02-07","Cass",46.86263,-96.82954,," "," ","2017-03-11 23:35:31.080775","2017-03-11 23:35:31.080775"
9835,"Diesel Fuel","EIR3196","2014-02-10","2014-02-10","Stutsman",46.90539,-98.66223,200,"gallons"," ","2017-03-11 23:35:30.610411","2017-03-11 23:35:30.610411"
9836,"Propylene Glycol","EIR3201","2014-02-10","2014-02-10","Stark",46.80154,-102.79336,275,"gallons"," ","2017-03-11 23:35:30.612854","2017-03-11 23:35:30.612854"
9834,"Sugar Beet Molasses","EIR3198","2014-02-12","2014-02-12","Pembina",48.59386,-97.17416,3000,"gallons"," ","2017-03-11 23:35:30.607967","2017-03-11 23:35:30.607967"
9837,"Non PCB Mineral Oil","EIR3199","2014-02-12","2014-02-09","Divide",48.85084,-103.24618,500,"gallons"," ","2017-03-11 23:35:30.615145","2017-03-11 23:35:30.615145"
9832,"Crude Oil","EIR3200","2014-02-14","2014-02-13","McKenzie",47.96925,-103.62413,400,"barrels"," ","2017-03-11 23:35:30.602823","2017-03-11 23:35:30.602823"
9831,"Non-PCB Mineral Oil","EIR3203","2014-02-17","2014-02-17","Oliver",47.0681,-101.22457,40,"gallons"," ","2017-03-11 23:35:30.600384","2017-03-11 23:35:30.600384"
9833,"Off-Road Dyed Diesel #1","EIR3202","2014-02-17","2014-02-13","Burke",48.66286,-102.74251,50,"gallons"," ","2017-03-11 23:35:30.605109","2017-03-11 23:35:30.605109"
9829,"Crude Oil","EIR3204","2014-02-19","2014-02-19","McKenzie",47.78822,-103.97761,90,"barrels"," ","2017-03-11 23:35:30.595507","2017-03-11 23:35:30.595507"
9830,"USED MOTOR OIL","EIR3205","2014-02-19","2014-02-18","Mountrail",46.89915,-98.66099,180,"gallons"," ","2017-03-11 23:35:30.597841","2017-03-11 23:35:30.597841"
9826,"Non-PCB Mineral Oil","EIR3241","2014-02-20","2014-02-20","Cass",46.8754,-96.84984,5,"gallons","Yes","2017-03-11 23:35:30.587999","2017-03-11 23:35:30.587999"
9827,"3% Sodium hydroxide Cleaning Solution. Measured at a PH of 10","EIR3206","2014-02-20","2014-02-20","Stark",46.87802,-102.30279,6109,"gallons"," ","2017-03-11 23:35:30.590471","2017-03-11 23:35:30.590471"
9828,"Potassium Hydroxide","EIR3207","2014-02-20","2014-02-20","Williams",48.1412,-103.66885,40,"gallons"," ","2017-03-11 23:35:30.593158","2017-03-11 23:35:30.593158"
9824,"Torq Free HD","EIR3208","2014-02-21","2014-02-20","Dunn",47.47039,-102.40714,2,"barrels"," ","2017-03-11 23:35:30.583088","2017-03-11 23:35:30.583088"
9825,"Diesel","EIR3209","2014-02-21","2014-02-20","McKenzie",47.75396,-103.22978,10,"gallons"," ","2017-03-11 23:35:30.585579","2017-03-11 23:35:30.585579"
9822,"crude oil","EIR3210","2014-02-24","2014-02-23","Renville",48.61773,-101.57425,," "," ","2017-03-11 23:35:30.224916","2017-03-11 23:35:30.224916"
9823,"Diesel Fuel","EIR3211","2014-02-24","2014-02-23","Williams",48.3438,-103.61684,10,"gallons"," ","2017-03-11 23:35:30.580261","2017-03-11 23:35:30.580261"
9854,"Distillers Corn Solubles ( Corn Syrup) Cattle Feed","EIR3212","2014-02-26","2014-01-25","LaMoure",46.34079,-98.07645,2800,"gallons"," ","2017-03-11 23:35:31.468717","2017-03-11 23:35:31.468717"
9819,"Flowback","EIR3216","2014-02-27","2014-02-27","Divide",48.70575,-103.66728,30,"barrels"," ","2017-03-11 23:35:30.217801","2017-03-11 23:35:30.217801"
9820,"cooling water","EIR3217","2014-02-27","2014-02-27","Mercer",47.362,-101.8366,55,"gallons"," ","2017-03-11 23:35:30.220293","2017-03-11 23:35:30.220293"
9816,"Crude Oil","EIR3220","2014-02-28","2014-02-28","Mountrail",47.8783,-102.47141,42,"gallons"," ","2017-03-11 23:35:30.209871","2017-03-11 23:35:30.209871"
9817,"Salt Water","EIR3221","2014-02-28","2014-02-28","Billings",47.19777,-103.37728,30,"barrels"," ","2017-03-11 23:35:30.2122","2017-03-11 23:35:30.2122"
9821,"SW","EIR3218","2014-02-28","2014-02-27","McKenzie",47.74867,-103.28127,1,"barrels"," ","2017-03-11 23:35:30.222523","2017-03-11 23:35:30.222523"
9841,"Diesel Fuel, Oil, Lubricants","EIR3219","2014-02-28","2014-02-07","Oliver",47.08977,-101.3297,5,"gallons"," ","2017-03-11 23:35:31.083259","2017-03-11 23:35:31.083259"
9812,"crude oil","EIR3222","2014-03-03","2014-03-03","McKenzie",47.79113,-103.3103,42,"gallons","Yes","2017-03-11 23:35:30.200323","2017-03-11 23:35:30.200323"
9814,"Grass Fire Smoke","EIR3223","2014-03-03","2014-03-01","Williams",48.29134,-102.94695,," ","No","2017-03-11 23:35:30.205139","2017-03-11 23:35:30.205139"
9815,"Salt Water","EIR3224","2014-03-03","2014-03-01","Billings",47.15298,-103.31992,6,"barrels","Yes","2017-03-11 23:35:30.207556","2017-03-11 23:35:30.207556"
9813,"#2 Fuel Oil","EIR3225","2014-03-04","2014-03-02","Cass",46.89619,-96.79191,100,"gallons","Yes","2017-03-11 23:35:30.202791","2017-03-11 23:35:30.202791"
9809,"X-Link Fluid","EIR3227","2014-03-05","2014-03-05","Stark",46.86248,-103.15565,30,"barrels","Yes","2017-03-11 23:35:30.192783","2017-03-11 23:35:30.192783"
9810,"Salt water","EIR3228","2014-03-05","2014-03-05","Williams",48.34417,-103.47664,150,"barrels","No","2017-03-11 23:35:30.195301","2017-03-11 23:35:30.195301"
9811,"Crude Oil","EIR3226","2014-03-05","2014-03-04","Renville",48.99797,-101.64649,5,"barrels","Yes","2017-03-11 23:35:30.197658","2017-03-11 23:35:30.197658"
9804,"Production Water","EIR3234","2014-03-06","2014-03-06","Burke",48.98225,-102.37247,40,"barrels","Yes","2017-03-11 23:35:29.72576","2017-03-11 23:35:29.72576"
9805,"Hydraulic fluid","EIR3229","2014-03-06","2014-03-06","Mountrail",47.84663,-102.55012,41,"gallons","No","2017-03-11 23:35:29.728044","2017-03-11 23:35:29.728044"
9806,"Unknown, looks like tank bottoms","EIR3230","2014-03-06","2014-03-06","McKenzie",47.83975,-103.69093,," ","No","2017-03-11 23:35:29.730312","2017-03-11 23:35:29.730312"
9807,"Crude Oil","EIR3231","2014-03-06","2014-03-06","Williams",48.11215,-103.77824,3,"barrels","Yes","2017-03-11 23:35:29.73255","2017-03-11 23:35:29.73255"
9802,"Diesel","EIR3232","2014-03-07","2014-03-07","Cass",46.847,-96.71,20,"gallons","Yes","2017-03-11 23:35:29.720371","2017-03-11 23:35:29.720371"
9803,"fuel","EIR3233","2014-03-07","2014-03-06","Williams",48.34185,-102.96384,15,"gallons","Yes","2017-03-11 23:35:29.722827","2017-03-11 23:35:29.722827"
9798,"Waste oil","EIR3237","2014-03-10","2014-03-10","Ward",48.2906,-101.28493,100,"gallons","Yes","2017-03-11 23:35:29.71099","2017-03-11 23:35:29.71099"
9799,"Diesel","EIR3235","2014-03-10","2014-03-09","Mountrail",47.97787,-102.28987,1000,"gallons","Yes","2017-03-11 23:35:29.713333","2017-03-11 23:35:29.713333"
9800,"Used Motor Oil(Includes engine oil mostly, some residual antifreeze, some hydraulic oil)","EIR3236","2014-03-10","2014-03-09","Williams",48.13929,-103.69533,100,"gallons","Yes","2017-03-11 23:35:29.715722","2017-03-11 23:35:29.715722"
9801,"compressor oil","EIR3238","2014-03-10","2014-03-07","McKenzie",47.33835,-103.557,20,"gallons","Yes","2017-03-11 23:35:29.718061","2017-03-11 23:35:29.718061"
9794,"Hydraulic Fluid","EIR3240","2014-03-12","2014-03-12","Cass",46.88276,-96.80034,15,"gallons","Yes","2017-03-11 23:35:29.70117","2017-03-11 23:35:29.70117"
9797,"solidified drill cuttings","EIR3239","2014-03-12","2014-03-10","McKenzie",47.78746,-103.97646,15,"cubic yards","Yes","2017-03-11 23:35:29.708515","2017-03-11 23:35:29.708515"
9793,"Diesel Fuel","EIR3242","2014-03-13","2014-03-13","McKenzie",47.83354,-103.6417,," ","Yes","2017-03-11 23:35:29.698372","2017-03-11 23:35:29.698372"
9787,"Emulsion","EIR3247","2014-03-14","2014-03-14","Renville",48.53284,-101.18728,20,"barrels","Yes","2017-03-11 23:35:29.290392","2017-03-11 23:35:29.290392"
9789,"Crude Oil","EIR3244","2014-03-14","2014-03-13","Ward",48.32364,-101.74672,10,"gallons","Yes","2017-03-11 23:35:29.295569","2017-03-11 23:35:29.295569"
9790,"H2S","EIR3245","2014-03-14","2014-03-13","Burke",48.89423,-102.3494,," ","No","2017-03-11 23:35:29.297975","2017-03-11 23:35:29.297975"
9791,"Crude oil","EIR3246","2014-03-14","2014-03-13","Williams",48.28468,-102.92234,15,"gallons","Yes","2017-03-11 23:35:29.300208","2017-03-11 23:35:29.300208"
9792,"Cenex FieldMaster diesel fuel","EIR3251","2014-03-14","2014-03-13","Mercer",47.27776,-101.7817,100,"gallons","Yes","2017-03-11 23:35:29.302759","2017-03-11 23:35:29.302759"
9788,"Dry, Sweet Natural Gas","EIR3248","2014-03-16","2014-03-14","McKenzie",47.58282,-103.91532,1,"cubic yards","Yes","2017-03-11 23:35:29.292633","2017-03-11 23:35:29.292633"
9784,"Crude oil","EIR3249","2014-03-17","2014-03-17","Williams",48.28452,-102.92304,15,"gallons","Yes","2017-03-11 23:35:29.28319","2017-03-11 23:35:29.28319"
9785,"Mobil Pegasus 805 Motor Oil","EIR3250","2014-03-17","2014-03-17","Ward",48.23798,-101.22649,40,"gallons","Yes","2017-03-11 23:35:29.285614","2017-03-11 23:35:29.285614"
9818,"NPK Fertilizers","EIR3252","2014-03-17","2014-02-28","Grant",46.40084,-101.8382,," ","Yes","2017-03-11 23:35:30.214648","2017-03-11 23:35:30.214648"
9786,"diesel fuel","EIR3253","2014-03-18","2014-03-17","Dunn",47.48733,-102.90203,20,"gallons","Yes","2017-03-11 23:35:29.288126","2017-03-11 23:35:29.288126"
9781,"Non-PCB Transformer Mineral Oil","EIR3255","2014-03-19","2014-03-19","Morton",46.98125,-101.55683,4,"gallons","Yes","2017-03-11 23:35:29.275567","2017-03-11 23:35:29.275567"
9782,"Transformer oil","EIR3256","2014-03-19","2014-03-18","Cass",46.97739,-96.88014,15,"gallons","Yes","2017-03-11 23:35:29.278133","2017-03-11 23:35:29.278133"
9783,"Crude oil","EIR3254","2014-03-19","2014-03-18","Billings",47.25785,-103.41144,20,"gallons","Yes","2017-03-11 23:35:29.280853","2017-03-11 23:35:29.280853"
9796,"Tetrachloroethylene","EIR3257","2014-03-19","2014-03-11","Williams",48.16697,-103.62629,," ","Yes","2017-03-11 23:35:29.705782","2017-03-11 23:35:29.705782"
9778,"Crude Oil - revised estimate 6/27/14","EIR3260","2014-03-21","2014-03-21","Bottineau",48.72036,-101.20851,366,"barrels","Yes","2017-03-11 23:35:29.265359","2017-03-11 23:35:29.265359"
9779,"Ammonium Sulfate Solution","EIR3258","2014-03-21","2014-03-20","Mercer",47.362,-101.83663,100,"gallons","Yes","2017-03-11 23:35:29.269785","2017-03-11 23:35:29.269785"
9808,"# 2 Diesel Fuel","EIR3259","2014-03-21","2014-03-06","Williams",48.46032,-103.45529,90,"gallons","Yes","2017-03-11 23:35:30.189918","2017-03-11 23:35:30.189918"
9776,"Fuel Oil","EIR3261","2014-03-23","2014-03-22","McKenzie",47.78934,-103.21087,40,"gallons","Yes","2017-03-11 23:35:28.9037","2017-03-11 23:35:28.9037"
9777,"Emulsion","EIR3262","2014-03-23","2014-03-22","McHenry",48.52916,-101.02992,2,"barrels","Yes","2017-03-11 23:35:28.906051","2017-03-11 23:35:28.906051"
9775,"Oil Based Mud","EIR3263","2014-03-24","2014-03-23","Dunn",47.53263,-102.78545,5,"barrels","Yes","2017-03-11 23:35:28.900836","2017-03-11 23:35:28.900836"
9774,"Motor oil (hydraulic or lubricating oil)","EIR3264","2014-03-25","2014-03-24","Burleigh",46.83724,-100.56232,1,"pounds","No","2017-03-11 23:35:28.898171","2017-03-11 23:35:28.898171"
9772,"Gasoline","EIR3266","2014-03-26","2014-03-26","Morton",46.97971,-101.55391,2,"gallons","Yes","2017-03-11 23:35:28.890406","2017-03-11 23:35:28.890406"
9773,"Hydraulic oil","EIR3265","2014-03-26","2014-03-25","McKenzie",47.71691,-102.74661,70,"gallons","Yes","2017-03-11 23:35:28.892735","2017-03-11 23:35:28.892735"
9770,"#2 Diesel Fuel","EIR3267","2014-03-27","2014-03-27","Ward",48.20255,-101.29684,33,"gallons","No","2017-03-11 23:35:28.8856","2017-03-11 23:35:28.8856"
9771,"Natural Gas Liquids (condensates)","EIR3268","2014-03-27","2014-03-26","McKenzie",47.77148,-103.26021,20,"gallons","Yes","2017-03-11 23:35:28.888034","2017-03-11 23:35:28.888034"
9769,"Heat Transfer Oil","EIR3270","2014-03-28","2014-03-28","Cass",46.88334,-96.901,2,"gallons","No","2017-03-11 23:35:28.883359","2017-03-11 23:35:28.883359"
9768,"Type II Transformer Oil ASTM D-3487","EIR3271","2014-03-29","2014-03-29","Mountrail",48.06631,-102.3528,940,"gallons","Yes","2017-03-11 23:35:28.880437","2017-03-11 23:35:28.880437"
9766,"Unleaded Gasoline","EIR3273","2014-03-31","2014-03-31","Ward",48.23733,-101.2512,84,"gallons","Yes","2017-03-11 23:35:28.875303","2017-03-11 23:35:28.875303"
9767,"Salt water/ oil","EIR3272","2014-03-31","2014-03-30","Renville",48.9897,-101.66546,50,"barrels","Yes","2017-03-11 23:35:28.877745","2017-03-11 23:35:28.877745"
9795,"Corrosion inhibitor","EIR3274","2014-04-01","2014-03-12","McKenzie",47.94861,-103.96745,1,"gallons","No","2017-03-11 23:35:29.703499","2017-03-11 23:35:29.703499"
9763,"Ethylene glycol","EIR3275","2014-04-02","2014-04-02","McKenzie",47.93515,-103.67033,150,"gallons","Yes","2017-03-11 23:35:28.865443","2017-03-11 23:35:28.865443"
9764,"Diesel Fuel","EIR3276","2014-04-02","2014-04-01","Williams",48.22594,-103.3563,260,"gallons","Yes","2017-03-11 23:35:28.87005","2017-03-11 23:35:28.87005"
9765,"Fresh water pumped from Fox Hill Aquifer.  The fresh water that was released had approximately 5 gallons of chemical mixed with it.","EIR3277","2014-04-02","2014-04-01","McKenzie",47.83588,-102.87145,400,"barrels","No","2017-03-11 23:35:28.872984","2017-03-11 23:35:28.872984"
9780,"Anhydrous Ammonia","EIR3278","2014-04-03","2014-03-19","Barnes",46.82155,-97.86309,298,"pounds","Yes","2017-03-11 23:35:29.272906","2017-03-11 23:35:29.272906"
9760,"Non-PCB Mineral Oil","EIR3280","2014-04-07","2014-04-07","Oliver",47.07077,-101.19378,16,"gallons","Yes","2017-03-11 23:35:28.501685","2017-03-11 23:35:28.501685"
9762,"Natural Gas","EIR3279","2014-04-07","2014-04-03","Williams",48.19881,-103.46012,1,"cubic yards","No","2017-03-11 23:35:28.506366","2017-03-11 23:35:28.506366"
9759,"Crude Oil","EIR3281","2014-04-09","2014-04-08","Bowman",46.22186,-104.03973,0,"barrels","Yes","2017-03-11 23:35:28.499313","2017-03-11 23:35:28.499313"
9758,"Oil product","EIR3282","2014-04-10","2014-04-09","McKenzie",47.90363,-103.00512,10,"gallons","Yes","2017-03-11 23:35:28.496902","2017-03-11 23:35:28.496902"
9755,"Red Dye Diesel Fuel","EIR3284","2014-04-11","2014-04-11","McKenzie",47.7616,-103.69942,50,"gallons","Yes","2017-03-11 23:35:28.488783","2017-03-11 23:35:28.488783"
9757,"crude oil","EIR3283","2014-04-11","2014-04-10","Mountrail",48.24466,-102.36516,9,"barrels","Yes","2017-03-11 23:35:28.494264","2017-03-11 23:35:28.494264"
9756,"mineral oil 75 to 100 gallons estimated","EIR3285","2014-04-12","2014-04-11","Cass",47.8472,-99.77444,100,"gallons","Yes","2017-03-11 23:35:28.491647","2017-03-11 23:35:28.491647"
9753,"PCB fluid","EIR3286","2014-04-14","2014-04-14","Oliver",47.07077,-101.19378,0,"gallons","Yes","2017-03-11 23:35:28.482702","2017-03-11 23:35:28.482702"
9750,"Salt Water","EIR3290","2014-04-15","2014-04-15","Williams",48.14491,-103.40079,30,"barrels","Yes","2017-03-11 23:35:28.472375","2017-03-11 23:35:28.472375"
9752,"Oil Based Mud","EIR3287","2014-04-15","2014-04-14","Dunn",47.5304,-101.79259,2,"barrels","Yes","2017-03-11 23:35:28.47918","2017-03-11 23:35:28.47918"
9754,"Crosslinked Fracturing fluid","EIR3288","2014-04-15","2014-04-12","Williams",48.19651,-103.34879,10,"barrels","Yes","2017-03-11 23:35:28.486201","2017-03-11 23:35:28.486201"
9749,"Anti-freeze and small amount of oil","EIR3291","2014-04-16","2014-04-16","Walsh",48.205,-97.35596,20,"gallons","Yes","2017-03-11 23:35:28.469436","2017-03-11 23:35:28.469436"
9761,"yellow corn syrup","EIR3289","2014-04-16","2014-04-06","Barnes",46.91208,-98.009,4000,"gallons","Yes","2017-03-11 23:35:28.504027","2017-03-11 23:35:28.504027"
9747,"diesel fuel","EIR3293","2014-04-18","2014-04-17","McKenzie",47.79793,-103.28568,55,"gallons","Yes","2017-03-11 23:35:28.102301","2017-03-11 23:35:28.102301"
9748,"diesel fuel","EIR3295","2014-04-18","2014-04-17","McKenzie",47.79815,-103.28451,400,"gallons","No","2017-03-11 23:35:28.464745","2017-03-11 23:35:28.464745"
9751,"diesel fuel","EIR3296","2014-04-18","2014-04-15","McKenzie",47.79793,-103.28568,860,"gallons","Yes","2017-03-11 23:35:28.47545","2017-03-11 23:35:28.47545"
9746,"Railroad Engine Oil 40W","EIR3297","2014-04-19","2014-04-18","Cass",46.87799,-96.87103,200,"gallons","Yes","2017-03-11 23:35:28.100014","2017-03-11 23:35:28.100014"
9741,"Crude Oil","EIR3299","2014-04-25","2014-04-25","Ward",48.32466,-101.75065,1,"barrels","Yes","2017-03-11 23:35:28.08752","2017-03-11 23:35:28.08752"
9744,"Truck diesel","EIR3298","2014-04-25","2014-04-22","Williams",48.17161,-103.67286,20,"gallons","Yes","2017-03-11 23:35:28.094726","2017-03-11 23:35:28.094726"
9745,"Gasoline","EIR3300","2014-04-28","2014-04-21","Burleigh",46.75302,-100.82299,," ","Yes","2017-03-11 23:35:28.097726","2017-03-11 23:35:28.097726"
9738,"oil and water","EIR3301","2014-04-30","2014-04-30","McKenzie",47.79587,-103.64561,25,"barrels","Yes","2017-03-11 23:35:28.079257","2017-03-11 23:35:28.079257"
9735,"Fuel Oil","EIR3304","2014-05-01","2014-05-01","Ward",48.34162,-102.18098,5,"gallons","Yes","2017-03-11 23:35:28.068704","2017-03-11 23:35:28.068704"
9736,"Diesel fuel","EIR3305","2014-05-01","2014-05-01","McKenzie",47.89083,-102.96228,40,"gallons","Yes","2017-03-11 23:35:28.07175","2017-03-11 23:35:28.07175"
9740,"Crude Oil, with possibility of other vehicle engine fluids","EIR3302","2014-05-01","2014-04-28","Dunn",47.3576,-102.82844,40,"barrels","No","2017-03-11 23:35:28.084986","2017-03-11 23:35:28.084986"
9742,"Diesel fuel","EIR3303","2014-05-01","2014-04-24","Burleigh",47.11863,-100.79242,300,"gallons","No","2017-03-11 23:35:28.090054","2017-03-11 23:35:28.090054"
